10	300
georgebush	georgebush_2002_02_14_19_00-shot14_28-Track1-Frame13372-Face1	nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_25-Track1-Frame6612-Face1
aifukuhara	aifukuhara_2004_04_14_19_00-shot14_155-Track1-Frame46791-Face1	dae-jungkim	dae-jungkim_2002_01_02_19_00-shot02_113-Track1-Frame33867-Face1
kotomitsuki	kotomitsuki_2010_06_15_19_00-shot15_13-Track1-Frame2395-Face1	renhomurata	renhomurata_2010_04_26_19_00-shot26_92-Track26-Frame26384-Face1
takeshikoizumi	takeshikoizumi_2008_11_23_19_00-shot23_84-Track3-Frame16046-Face1	yukioedano	yukioedano_2011_04_04_19_00-shot04_19-Track1-Frame11097-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_82-Track1-Frame28167-Face1	maoasada	maoasada_2006_03_02_19_00-shot02_185-Track1-Frame42052-Face1
taroaso	taroaso_2006_09_20_19_00-shot20_66-Track1-Frame9622-Face2	jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_95-Track1-Frame22116-Face1
tetsuroyano	tetsuroyano_2008_07_05_19_00-shot05_140-Track1-Frame34945-Face1	ichiroozawa	ichiroozawa_2010_01_17_19_00-shot17_17-Track1-Frame3855-Face1
kaoruyosano	kaoruyosano_2009_07_06_19_00-shot06_7-Track1-Frame2506-Face1	shizukaarakawa	shizukaarakawa_2006_03_04_19_00-shot04_98-Track1-Frame23841-Face1
nicolassakozy	nicolassakozy_2008_07_08_19_00-shot08_42-Track1-Frame14167-Face1	shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_71-Track1-Frame16840-Face1
shigeofukuchi	shigeofukuchi_2010_07_06_19_00-shot06_36-Track1-Frame11958-Face1	hidekimatsui	hidekimatsui_2004_10_21_19_00-shot21_202-Track1-Frame47572-Face1
colinpowell	colinpowell_2005_09_10_19_00-shot10_15-Track1-Frame1809-Face1	kosukekitajima	kosukekitajima_2005_02_19_19_00-shot19_166-Track1-Frame44653-Face1
hidekimatsui	hidekimatsui_2005_04_06_19_00-shot06_204-Track1-Frame46781-Face1	marionjones	marionjones_2007_10_06_19_00-shot06_62-Track2-Frame15091-Face2
tonyblair	tonyblair_2001_09_21_19_00-shot21_51-Track1-Frame13640-Face1	akinoriasashoryu	akinoriasashoryu_2007_08_06_19_00-shot06_197-Track1-Frame46920-Face1
yujiang	yujiang_2008_04_30_19_00-shot30_187-Track1-Frame40400-Face1	shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_71-Track1-Frame16840-Face1
jrtokaibusstaff	jrtokaibusstaff_2007_04_10_19_00-shot10_75-Track1-Frame21360-Face1	kikokawashima	kikokawashima_2006_09_11_19_00-shot11_74-Track1-Frame18394-Face1
kotomitsuki	kotomitsuki_2001_05_18_19_00-shot18_146-Track1-Frame41568-Face1	masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_29-Track1-Frame8798-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_90-Track1-Frame29693-Face1	masako	masako_2005_03_10_19_00-shot10_122-Track1-Frame34853-Face1
makikotanaka	makikotanaka_2001_07_10_19_00-shot10_146-Track1-Frame37044-Face1	kenfunato	kenfunato_2008_02_27_19_00-shot27_10-Track1-Frame2306-Face1
shizukaarakawa	shizukaarakawa_2006_05_07_19_00-shot07_82-Track1-Frame19562-Face1	wataruabe	wataruabe_2007_05_18_19_00-shot18_8-Track1-Frame1398-Face1
wataruabe	wataruabe_2007_10_03_19_00-shot03_238-Track1-Frame49354-Face1	taroaso	taroaso_2009_07_22_19_00-shot22_160-Track1-Frame38016-Face1
kotomitsuki	kotomitsuki_2001_05_18_19_00-shot18_146-Track1-Frame41568-Face1	shin	shin_2009_03_12_19_00-shot12_24-Track1-Frame7643-Face1
yoichimasuzoe	yoichimasuzoe_2008_10_17_19_00-shot17_25-Track2-Frame9038-Face1	bunmeiibuki	bunmeiibuki_2009_03_05_19_00-shot05_64-Track1-Frame18355-Face1
barakobama	barakobama_2008_01_31_19_00-shot31_129-Track1-Frame39340-Face1	naokotakahashi	naokotakahashi_2003_01_30_19_00-shot30_144-Track1-Frame43978-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_156-Track1-Frame39256-Face1	yoshimiwatanabe	yoshimiwatanabe_2010_06_26_19_00-shot26_69-Track1-Frame23873-Face1
johnkerry	johnkerry_2004_03_03_19_00-shot03_66-Track2-Frame22840-Face1	masakunimurakami	masakunimurakami_2001_03_21_19_00-shot21_32-Track1-Frame11525-Face1
nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_57-Track1-Frame13773-Face1	akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_154-Track1-Frame39085-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_180-Track1-Frame45991-Face1	steffigraf	steffigraf_2007_04_22_19_00-shot22_98-Track1-Frame27146-Face1
shintaroishihara	shintaroishihara_2008_06_05_19_00-shot05_128-Track1-Frame38401-Face1	takenorikanzaki	takenorikanzaki_2007_06_07_19_00-shot07_93-Track1-Frame31639-Face1
seijimaehara	seijimaehara_2010_04_23_19_00-shot23_35-Track1-Frame15943-Face2	yoichimasuzoe	yoichimasuzoe_2009_07_06_19_00-shot06_21-Track3-Frame4453-Face1
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_62-Track1-Frame17538-Face2	takenorikanzaki	takenorikanzaki_2007_06_07_19_00-shot07_93-Track1-Frame31639-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_18_19_00-shot18_23-Track1-Frame6023-Face1	naruhito	naruhito_2004_05_10_19_00-shot10_176-Track1-Frame34869-Face1
yumieyoshiba	yumieyoshiba_2006_01_28_19_00-shot28_182-Track1-Frame49538-Face1	sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_178-Track1-Frame45629-Face1
saenakarai	saenakarai_2004_12_03_19_00-shot03_164-Track1-Frame49158-Face1	takeshikoizumi	takeshikoizumi_2008_12_04_19_00-shot04_84-Track1-Frame25037-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_81-Track1-Frame28073-Face1	georgebush	georgebush_2003_02_11_19_00-shot11_3-Track1-Frame543-Face1
wataruabe	wataruabe_2007_10_10_19_00-shot10_136-Track1-Frame38353-Face1	yumieyoshiba	yumieyoshiba_2006_04_15_19_00-shot15_172-Track1-Frame49575-Face1
barakobama	barakobama_2009_11_14_19_00-shot14_113-Track1-Frame26949-Face1	tonyblair	tonyblair_2003_06_12_19_00-shot12_69-Track1-Frame21230-Face1
donaldrumsfeld	donaldrumsfeld_2001_12_19_19_00-shot19_123-Track1-Frame38068-Face1	aimiyazato	aimiyazato_2005_03_30_19_00-shot30_185-Track1-Frame42872-Face1
jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_96-Track1-Frame22357-Face1	georgebush	georgebush_2004_01_21_19_00-shot21_116-Track1-Frame29318-Face1
jianchaoliu	jianchaoliu_2007_01_23_19_00-shot23_114-Track1-Frame37528-Face1	myung-baklee	myung-baklee_2009_11_19_19_00-shot19_138-Track1-Frame30393-Face1
condoleezzarice	condoleezzarice_2005_03_18_19_00-shot18_96-Track2-Frame26299-Face1	christopherhill	christopherhill_2007_08_13_19_00-shot13_188-Track1-Frame43236-Face2
shizukakamei	shizukakamei_2010_06_08_19_00-shot08_98-Track2-Frame13371-Face1	hidekimatsui	hidekimatsui_2006_09_02_19_00-shot02_184-Track1-Frame47955-Face1
junichirokoizumi	junichirokoizumi_2003_01_23_19_00-shot23_75-Track2-Frame21051-Face1	sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_178-Track1-Frame45629-Face1
gloriamacapagal-arroyo	gloriamacapagal-arroyo_2002_01_09_19_00-shot09_78-Track1-Frame22603-Face1	mahmoudahmadinejad	mahmoudahmadinejad_2006_01_15_19_00-shot15_7-Track1-Frame670-Face1
takakodoi	takakodoi_2001_09_27_19_00-shot27_136-Track1-Frame43190-Face1	ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_66-Track1-Frame42978-Face1
condoleezzarice	condoleezzarice_2002_10_18_19_00-shot18_79-Track3-Frame15725-Face2	fujiomitarai	fujiomitarai_2009_08_03_19_00-shot03_85-Track1-Frame26009-Face2
yoichimasuzoe	yoichimasuzoe_2008_01_11_19_00-shot11_128-Track1-Frame30064-Face2	maoasada	maoasada_2010_02_20_19_00-shot20_163-Track1-Frame29119-Face2
muneosuzuki	muneosuzuki_2002_04_30_19_00-shot30_54-Track1-Frame17923-Face1	shohakuho	shohakuho_2007_09_24_19_00-shot24_194-Track1-Frame42634-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_21-Track1-Frame5620-Face1	kazuoshii	kazuoshii_2005_08_11_19_00-shot11_33-Track1-Frame10784-Face1
myung-baklee	myung-baklee_2010_12_23_19_00-shot23_38-Track1-Frame11489-Face1	masaakishirakawa	masaakishirakawa_2008_03_11_19_00-shot11_36-Track3-Frame8445-Face1
condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10692-Face1	yoichimasuzoe	yoichimasuzoe_2007_08_31_19_00-shot31_77-Track1-Frame13725-Face1
marionjones	marionjones_2007_11_16_19_00-shot16_163-Track1-Frame40316-Face1	yoshitosengoku	yoshitosengoku_2011_01_13_19_00-shot13_12-Track1-Frame3644-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_81-Track1-Frame28073-Face1	moo-hyunroh	moo-hyunroh_2004_03_12_19_00-shot12_107-Track1-Frame21299-Face1
akihiroohta	akihiroohta_2009_06_05_19_00-shot05_62-Track1-Frame19296-Face1	muneosuzuki	muneosuzuki_2002_03_15_19_00-shot15_67-Track1-Frame6486-Face1
ichiroozawa	ichiroozawa_2010_09_01_19_00-shot01_92-Track1-Frame26586-Face1	mahmoudahmadinejad	mahmoudahmadinejad_2006_01_15_19_00-shot15_7-Track1-Frame670-Face1
akihito	akihito_2003_01_20_19_00-shot20_238-Track1-Frame50792-Face1	jiabaowen	jiabaowen_2010_05_30_19_00-shot30_116-Track1-Frame29551-Face1
masayoshison	masayoshison_2005_03_26_19_00-shot26_47-Track1-Frame10604-Face1	mizuhofukushima	mizuhofukushima_2007_08_07_19_00-shot07_79-Track1-Frame12348-Face1
kikokawashima	kikokawashima_2006_09_12_19_00-shot12_92-Track1-Frame18382-Face1	shizukakamei	shizukakamei_2007_07_07_19_00-shot07_27-Track1-Frame7218-Face1
hidekimatsui	hidekimatsui_2004_10_18_19_00-shot18_184-Track1-Frame45674-Face2	kaoruyosano	kaoruyosano_2007_08_30_19_00-shot30_5-Track1-Frame1199-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_02_05_19_00-shot05_116-Track1-Frame23481-Face1	maoasada	maoasada_2010_02_27_19_00-shot27_51-Track1-Frame19318-Face1
masayoshison	masayoshison_2006_11_08_19_00-shot08_146-Track1-Frame44924-Face1	tonyblair	tonyblair_2001_10_09_19_00-shot09_139-Track1-Frame45373-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_18_19_00-shot18_105-Track1-Frame27887-Face1	takeshikoizumi	takeshikoizumi_2008_11_23_19_00-shot23_135-Track1-Frame30660-Face2
myung-baklee	myung-baklee_2010_05_24_19_00-shot24_6-Track1-Frame1089-Face1	bunmeiibuki	bunmeiibuki_2008_01_28_19_00-shot28_27-Track1-Frame3875-Face1
hillaryclinton	hillaryclinton_2008_02_06_19_00-shot06_114-Track1-Frame29947-Face1	christopherhill	christopherhill_2007_06_22_19_00-shot22_15-Track1-Frame2356-Face2
katsuyaokada	katsuyaokada_2005_08_08_19_00-shot08_311-Track1-Frame52218-Face1	hidekimatsui	hidekimatsui_2003_06_21_19_00-shot21_189-Track1-Frame44135-Face1
naruhito	naruhito_2005_02_23_19_00-shot23_130-Track1-Frame32946-Face1	johnmccain	johnmccain_2008_09_05_19_00-shot05_107-Track1-Frame27803-Face1
donaldrumsfeld	donaldrumsfeld_2006_11_09_19_00-shot09_32-Track1-Frame8104-Face1	shizukakamei	shizukakamei_2007_07_07_19_00-shot07_75-Track1-Frame24015-Face1
ryutarohashimoto	ryutarohashimoto_2004_11_30_19_00-shot30_45-Track1-Frame8627-Face1	aifukuhara	aifukuhara_2005_03_12_19_00-shot12_195-Track1-Frame45790-Face1
katsuyoshieto	katsuyoshieto_2008_07_17_19_00-shot17_2-Track1-Frame394-Face1	akiotoyoda	akiotoyoda_2010_02_09_19_00-shot09_43-Track1-Frame7521-Face1
yoichimasuzoe	yoichimasuzoe_2007_09_19_19_00-shot19_64-Track1-Frame15824-Face1	azumakoshiishi	azumakoshiishi_2009_09_04_19_00-shot04_27-Track1-Frame5687-Face1
jianchaoliu	jianchaoliu_2008_06_24_19_00-shot24_107-Track1-Frame34506-Face1	johnkerry	johnkerry_2007_11_21_19_00-shot21_67-Track1-Frame23234-Face1
myung-baklee	myung-baklee_2007_12_12_19_00-shot12_123-Track1-Frame37146-Face1	colinpowell	colinpowell_2004_09_14_19_00-shot14_86-Track1-Frame27473-Face1
christopherhill	christopherhill_2006_12_20_19_00-shot20_62-Track1-Frame14186-Face1	osamabinladen	osamabinladen_2001_10_02_19_00-shot02_47-Track1-Frame12966-Face2
yoichimasuzoe	yoichimasuzoe_2010_06_04_19_00-shot04_235-Track1-Frame40896-Face1	takeshiokada	takeshiokada_2009_11_19_19_00-shot19_217-Track1-Frame48134-Face1
myung-baklee	myung-baklee_2010_05_24_19_00-shot24_6-Track1-Frame1089-Face1	christopherhill	christopherhill_2007_03_18_19_00-shot18_50-Track1-Frame13581-Face1
muneosuzuki	muneosuzuki_2002_08_31_19_00-shot31_19-Track1-Frame10873-Face2	takenorikanzaki	takenorikanzaki_2006_07_20_19_00-shot20_88-Track1-Frame24633-Face1
shinzoabe	shinzoabe_2006_06_29_19_00-shot29_22-Track1-Frame11283-Face1	kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track1-Frame18259-Face1
johnkerry	johnkerry_2004_03_03_19_00-shot03_66-Track2-Frame22840-Face1	kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track1-Frame18259-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_35-Track2-Frame11610-Face1	jiabaowen	jiabaowen_2007_03_16_19_00-shot16_181-Track1-Frame46337-Face1
kazuoshii	kazuoshii_2005_08_11_19_00-shot11_33-Track1-Frame10784-Face1	tetsuroyano	tetsuroyano_2008_07_12_19_00-shot12_112-Track3-Frame26105-Face2
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_156-Track1-Frame39256-Face1	yukioedano	yukioedano_2011_05_02_19_00-shot02_46-Track1-Frame21342-Face1
barutokaito	barutokaito_2010_03_31_19_00-shot31_172-Track1-Frame45743-Face1	yasuofukuda	yasuofukuda_2008_03_30_19_00-shot30_2-Track1-Frame245-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_178-Track1-Frame45629-Face1	jintaohu	jintaohu_2008_11_05_19_00-shot05_170-Track1-Frame35679-Face1
hidekimatsui	hidekimatsui_2006_04_28_19_00-shot28_185-Track1-Frame45249-Face1	shintaroishihara	shintaroishihara_2007_12_11_19_00-shot11_80-Track1-Frame21963-Face1
nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_25-Track1-Frame6612-Face1	maoasada	maoasada_2006_03_02_19_00-shot02_176-Track1-Frame41054-Face1
jianchaoliu	jianchaoliu_2007_10_16_19_00-shot16_2-Track1-Frame217-Face1	marionjones	marionjones_2007_10_06_19_00-shot06_62-Track2-Frame15091-Face2
shizukaarakawa	shizukaarakawa_2006_03_04_19_00-shot04_100-Track1-Frame24271-Face1	jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_96-Track2-Frame22580-Face1
azumakoshiishi	azumakoshiishi_2009_09_12_19_00-shot12_59-Track2-Frame18739-Face1	yoichimasuzoe	yoichimasuzoe_2007_09_13_19_00-shot13_149-Track1-Frame29852-Face3
shoichinakagawa	shoichinakagawa_2008_10_25_19_00-shot25_70-Track1-Frame20209-Face1	katsuyoshieto	katsuyoshieto_2008_07_15_19_00-shot15_125-Track1-Frame33352-Face1
masako	masako_2005_02_23_19_00-shot23_127-Track1-Frame32546-Face2	dae-jungkim	dae-jungkim_2002_01_02_19_00-shot02_113-Track1-Frame33867-Face1
hillaryclinton	hillaryclinton_2008_01_31_19_00-shot31_129-Track2-Frame39300-Face1	junichirokoizumi	junichirokoizumi_2002_05_27_19_00-shot27_70-Track1-Frame20298-Face1
georgebush	georgebush_2001_09_21_19_00-shot21_38-Track1-Frame10884-Face1	shinrikyoaum	shinrikyoaum_2006_09_15_19_00-shot15_5-Track2-Frame452-Face1
johnkerry	johnkerry_2007_11_21_19_00-shot21_5-Track1-Frame829-Face1	azumakoshiishi	azumakoshiishi_2009_09_04_19_00-shot04_27-Track1-Frame5687-Face1
georgebush	georgebush_2003_01_29_19_00-shot29_89-Track1-Frame26220-Face1	shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_89-Track1-Frame29576-Face1
naruhito	naruhito_2004_05_13_19_00-shot13_64-Track1-Frame22458-Face1	aifukuhara	aifukuhara_2003_05_27_19_00-shot27_178-Track1-Frame45159-Face2
muneosuzuki	muneosuzuki_2002_03_15_19_00-shot15_67-Track1-Frame6486-Face1	tetsuroyano	tetsuroyano_2008_07_05_19_00-shot05_140-Track1-Frame34945-Face1
tsuyoshiyamashita	tsuyoshiyamashita_2007_11_22_19_00-shot22_93-Track1-Frame16966-Face1	akihito	akihito_2004_06_29_19_00-shot29_102-Track1-Frame27590-Face2
kazuoshii	kazuoshii_2009_08_28_19_00-shot28_19-Track1-Frame8231-Face1	seijimaehara	seijimaehara_2010_01_24_19_00-shot24_87-Track1-Frame16138-Face1
akihiroohta	akihiroohta_2007_08_27_19_00-shot27_217-Track1-Frame41970-Face1	aifukuhara	aifukuhara_2007_03_01_19_00-shot01_103-Track1-Frame28558-Face2
masayoshison	masayoshison_2006_11_08_19_00-shot08_149-Track1-Frame45522-Face1	hideohigashikokubaru	hideohigashikokubaru_2011_01_20_19_00-shot20_80-Track1-Frame32042-Face1
aimiyazato	aimiyazato_2005_12_23_19_00-shot23_183-Track1-Frame45339-Face1	zico	zico_2006_02_21_19_00-shot21_168-Track1-Frame46667-Face1
azumakoshiishi	azumakoshiishi_2007_12_13_19_00-shot13_35-Track1-Frame8694-Face1	yukioedano	yukioedano_2011_04_22_19_00-shot22_11-Track1-Frame8147-Face1
ichirosuzuki	ichirosuzuki_2009_07_15_19_00-shot15_150-Track1-Frame32751-Face2	masako	masako_2002_12_05_19_00-shot05_222-Track1-Frame38152-Face1
maoasada	maoasada_2006_08_28_19_00-shot28_175-Track1-Frame46332-Face1	myung-baklee	myung-baklee_2008_01_14_19_00-shot14_77-Track1-Frame14885-Face1
jong-ilkim	jong-ilkim_2007_09_17_19_00-shot17_113-Track2-Frame31457-Face1	shigeofukuchi	shigeofukuchi_2008_05_27_19_00-shot27_92-Track1-Frame29834-Face1
johnmccain	johnmccain_2008_09_05_19_00-shot05_107-Track1-Frame27803-Face1	masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_31-Track2-Frame10325-Face1
syunsaito	syunsaito_2008_02_07_19_00-shot07_59-Track1-Frame17989-Face1	shintaroishihara	shintaroishihara_2008_11_12_19_00-shot12_59-Track1-Frame22439-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_02_05_19_00-shot05_116-Track1-Frame23481-Face1	osamabinladen	osamabinladen_2001_09_28_19_00-shot28_19-Track1-Frame3794-Face1
saenakarai	saenakarai_2005_02_08_19_00-shot08_193-Track1-Frame49534-Face1	ryutarohashimoto	ryutarohashimoto_2006_07_01_19_00-shot01_58-Track1-Frame8820-Face1
fujiomitarai	fujiomitarai_2009_08_03_19_00-shot03_86-Track1-Frame26155-Face1	steffigraf	steffigraf_2007_04_21_19_00-shot21_128-Track1-Frame30016-Face1
zico	zico_2006_05_02_19_00-shot02_158-Track1-Frame42751-Face1	yukioedano	yukioedano_2010_04_23_19_00-shot23_19-Track1-Frame5089-Face1
aifukuhara	aifukuhara_2004_08_19_19_00-shot19_180-Track1-Frame33852-Face1	shinrikyoaum	shinrikyoaum_2006_02_20_19_00-shot20_9-Track2-Frame2818-Face1
jianchaoliu	jianchaoliu_2005_03_24_19_00-shot24_156-Track1-Frame36745-Face1	jiabaowen	jiabaowen_2010_03_14_19_00-shot14_51-Track1-Frame15873-Face1
masahikokhomura	masahikokhomura_2008_07_22_19_00-shot22_25-Track1-Frame4536-Face1	wataruabe	wataruabe_2007_07_03_19_00-shot03_203-Track1-Frame47958-Face1
marionjones	marionjones_2007_10_06_19_00-shot06_62-Track2-Frame15091-Face2	moo-hyunroh	moo-hyunroh_2004_03_12_19_00-shot12_107-Track1-Frame21299-Face1
tetsuroyano	tetsuroyano_2008_09_04_19_00-shot04_87-Track6-Frame24074-Face2	ryutarohashimoto	ryutarohashimoto_2004_07_30_19_00-shot30_54-Track1-Frame19924-Face1
condoleezzarice	condoleezzarice_2006_10_12_19_00-shot12_31-Track1-Frame8385-Face1	barakobama	barakobama_2009_06_25_19_00-shot25_93-Track1-Frame27970-Face1
gloriamacapagal-arroyo	gloriamacapagal-arroyo_2006_02_25_19_00-shot25_85-Track1-Frame25923-Face1	mizuhofukushima	mizuhofukushima_2010_05_30_19_00-shot30_21-Track2-Frame3762-Face1
takeshikoizumi	takeshikoizumi_2008_11_25_19_00-shot25_46-Track3-Frame10908-Face1	shohakuho	shohakuho_2009_09_20_19_00-shot20_142-Track2-Frame43930-Face1
marionjones	marionjones_2007_11_16_19_00-shot16_163-Track1-Frame40316-Face1	saddamhussein	saddamhussein_2003_03_01_19_00-shot01_6-Track1-Frame1509-Face1
aimiyazato	aimiyazato_2005_03_30_19_00-shot30_184-Track1-Frame42605-Face1	saenakarai	saenakarai_2005_01_13_19_00-shot13_168-Track1-Frame48782-Face1
pervezmusharraf	pervezmusharraf_2001_10_03_19_00-shot03_26-Track1-Frame8234-Face1	sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_63-Track1-Frame17630-Face1
kenfunato	kenfunato_2008_02_27_19_00-shot27_29-Track2-Frame7820-Face1	maoasada	maoasada_2010_04_11_19_00-shot11_208-Track3-Frame44607-Face1
akihito	akihito_2005_01_01_19_00-shot01_86-Track1-Frame19828-Face1	yoshitosengoku	yoshitosengoku_2010_09_15_19_00-shot15_69-Track2-Frame23260-Face2
naruhito	naruhito_2004_05_12_19_00-shot12_12-Track1-Frame2166-Face1	saenakarai	saenakarai_2004_07_02_19_00-shot02_176-Track1-Frame46583-Face1
katsuyoshieto	katsuyoshieto_2008_07_09_19_00-shot09_117-Track1-Frame29908-Face1	vladimirputin	vladimirputin_2001_03_23_19_00-shot23_49-Track1-Frame17601-Face1
jianchaoliu	jianchaoliu_2005_11_08_19_00-shot08_68-Track1-Frame19547-Face1	kazuoshii	kazuoshii_2005_08_29_19_00-shot29_44-Track1-Frame8797-Face1
masako	masako_2002_04_02_19_00-shot02_128-Track1-Frame37605-Face1	sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_180-Track1-Frame45991-Face1
ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_68-Track1-Frame43566-Face1	takeshikoizumi	takeshikoizumi_2008_11_25_19_00-shot25_46-Track3-Frame10908-Face1
aimiyazato	aimiyazato_2006_01_17_19_00-shot17_216-Track1-Frame50790-Face1	kosukekitajima	kosukekitajima_2003_07_31_19_00-shot31_105-Track1-Frame22023-Face1
takenorikanzaki	takenorikanzaki_2001_07_05_19_00-shot05_93-Track1-Frame23719-Face1	monalisa	monalisa_2008_01_15_19_00-shot15_64-Track1-Frame22684-Face1
yumieyoshiba	yumieyoshiba_2006_03_11_19_00-shot11_247-Track1-Frame52448-Face1	masaakishirakawa	masaakishirakawa_2008_04_04_19_00-shot04_17-Track1-Frame4236-Face1
shintaroishihara	shintaroishihara_2003_01_30_19_00-shot30_23-Track1-Frame9150-Face2	ryoishikawa	ryoishikawa_2009_02_14_19_00-shot14_155-Track1-Frame41615-Face1
masaakishirakawa	masaakishirakawa_2008_04_08_19_00-shot08_38-Track1-Frame9235-Face1	wataruabe	wataruabe_2007_05_28_19_00-shot28_177-Track1-Frame39474-Face1
shintaroishihara	shintaroishihara_2008_01_10_19_00-shot10_195-Track1-Frame41293-Face1	ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_66-Track1-Frame42978-Face1
katsuyoshieto	katsuyoshieto_2008_07_18_19_00-shot18_77-Track1-Frame21625-Face1	yoichimasuzoe	yoichimasuzoe_2008_02_22_19_00-shot22_113-Track1-Frame36532-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_156-Track1-Frame39256-Face1	taroaso	taroaso_2006_08_26_19_00-shot26_43-Track1-Frame13201-Face1
tetsuroyano	tetsuroyano_2008_09_04_19_00-shot04_91-Track2-Frame26017-Face1	katsuyaokada	katsuyaokada_2010_12_17_19_00-shot17_68-Track1-Frame28102-Face1
martinahingis	martinahingis_2006_02_04_19_00-shot04_175-Track1-Frame33818-Face1	jong-ilkim	jong-ilkim_2005_02_16_19_00-shot16_83-Track1-Frame32792-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_31-Track2-Frame10325-Face1	shohakuho	shohakuho_2010_07_05_19_00-shot05_17-Track1-Frame5714-Face1
jintaohu	jintaohu_2010_10_31_19_00-shot31_64-Track2-Frame21642-Face2	sadakazutanigaki	sadakazutanigaki_2010_04_05_19_00-shot05_106-Track1-Frame18817-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_31-Track2-Frame10325-Face1	takenorikanzaki	takenorikanzaki_2002_04_17_19_00-shot17_25-Track1-Frame12753-Face1
monalisa	monalisa_2008_01_15_19_00-shot15_69-Track3-Frame24577-Face1	saddamhussein	saddamhussein_2005_07_18_19_00-shot18_67-Track1-Frame16258-Face1
jrtokaibusstaff	jrtokaibusstaff_2008_07_16_19_00-shot16_25-Track4-Frame10875-Face1	banrikaieda	banrikaieda_2010_10_19_19_00-shot19_42-Track1-Frame14967-Face1
moo-hyunroh	moo-hyunroh_2006_10_09_19_00-shot09_103-Track1-Frame20518-Face1	bunmeiibuki	bunmeiibuki_2007_06_07_19_00-shot07_32-Track1-Frame11521-Face1
yukiohatoyama	yukiohatoyama_2001_07_11_19_00-shot11_19-Track1-Frame4468-Face2	condoleezzarice	condoleezzarice_2006_10_17_19_00-shot17_44-Track1-Frame11168-Face1
akinoriasashoryu	akinoriasashoryu_2004_07_19_19_00-shot19_175-Track1-Frame42823-Face1	monalisa	monalisa_2006_04_27_19_00-shot27_68-Track1-Frame19667-Face1
naotokan	naotokan_2010_06_04_19_00-shot04_167-Track1-Frame25908-Face1	shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_56-Track1-Frame12608-Face1
shinrikyoaum	shinrikyoaum_2004_07_07_19_00-shot07_68-Track1-Frame17765-Face1	shinzoabe	shinzoabe_2006_07_28_19_00-shot28_71-Track1-Frame11208-Face1
yoichimasuzoe	yoichimasuzoe_2009_03_03_19_00-shot03_74-Track1-Frame22612-Face1	akitakasaiki	akitakasaiki_2008_09_06_19_00-shot06_150-Track1-Frame39215-Face1
takafumihorie	takafumihorie_2007_03_16_19_00-shot16_39-Track1-Frame10542-Face1	takeshikoizumi	takeshikoizumi_2008_11_25_19_00-shot25_46-Track3-Frame10908-Face1
johnmccain	johnmccain_2008_09_05_19_00-shot05_12-Track1-Frame1314-Face1	martinahingis	martinahingis_2006_02_04_19_00-shot04_176-Track1-Frame33984-Face1
