10	300
vladimirputin	vladimirputin_2001_03_23_19_00-shot23_49-Track1-Frame18164-Face2	shinrikyoaum	shinrikyoaum_2003_10_30_19_00-shot30_22-Track1-Frame5482-Face1
jintaohu	jintaohu_2008_05_07_19_00-shot07_46-Track1-Frame5866-Face1	vladimirputin	vladimirputin_2001_06_15_19_00-shot15_102-Track1-Frame38435-Face1
sachiyonomura	sachiyonomura_2001_12_26_19_00-shot26_138-Track1-Frame41167-Face2	takeshikoizumi	takeshikoizumi_2008_12_04_19_00-shot04_84-Track1-Frame24911-Face1
shintaroishihara	shintaroishihara_2003_06_27_19_00-shot27_154-Track2-Frame40128-Face1	shoichinakagawa	shoichinakagawa_2005_01_20_19_00-shot20_109-Track1-Frame34907-Face1
jyun	jyun_2007_09_27_19_00-shot27_87-Track1-Frame15119-Face1	akinoriasashoryu	akinoriasashoryu_2009_09_27_19_00-shot27_75-Track1-Frame24300-Face1
ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_66-Track1-Frame42934-Face1	takenorikanzaki	takenorikanzaki_2007_06_07_19_00-shot07_93-Track1-Frame31650-Face2
masaakishirakawa	masaakishirakawa_2009_06_16_19_00-shot16_71-Track1-Frame17709-Face1	seijimaehara	seijimaehara_2002_09_24_19_00-shot24_4-Track1-Frame680-Face2
hideohigashikokubaru	hideohigashikokubaru_2010_07_16_19_00-shot16_87-Track1-Frame29202-Face2	jintaohu	jintaohu_2006_10_06_19_00-shot06_57-Track1-Frame18237-Face1
aimiyazato	aimiyazato_2003_10_07_19_00-shot07_188-Track1-Frame44512-Face1	jianchaoliu	jianchaoliu_2007_01_09_19_00-shot09_49-Track1-Frame10803-Face1
zico	zico_2006_06_26_19_00-shot26_130-Track1-Frame36879-Face2	vladimirputin	vladimirputin_2001_06_15_19_00-shot15_102-Track1-Frame38435-Face1
takenorikanzaki	takenorikanzaki_2001_08_13_19_00-shot13_112-Track1-Frame19865-Face2	moo-hyunroh	moo-hyunroh_2006_10_11_19_00-shot11_107-Track1-Frame30496-Face1
makikotanaka	makikotanaka_2001_06_15_19_00-shot15_39-Track1-Frame16287-Face1	ichirosuzuki	ichirosuzuki_2001_07_03_19_00-shot03_72-Track1-Frame13595-Face1
naotokan	naotokan_2003_07_29_19_00-shot29_31-Track1-Frame8727-Face1	yukiohatoyama	yukiohatoyama_2010_01_15_19_00-shot15_156-Track2-Frame43359-Face2
takenorikanzaki	takenorikanzaki_2006_09_14_19_00-shot14_87-Track1-Frame28797-Face1	taroaso	taroaso_2006_07_06_19_00-shot06_59-Track1-Frame16898-Face1
kosukekitajima	kosukekitajima_2009_03_31_19_00-shot31_172-Track2-Frame45754-Face1	christopherhill	christopherhill_2006_07_13_19_00-shot13_46-Track1-Frame11359-Face1
banrikaieda	banrikaieda_2010_11_15_19_00-shot15_73-Track1-Frame40613-Face1	zico	zico_2005_06_09_19_00-shot09_42-Track1-Frame6894-Face1
kikokawashima	kikokawashima_2006_07_27_19_00-shot27_153-Track1-Frame34952-Face1	fujiomitarai	fujiomitarai_2007_11_12_19_00-shot12_140-Track1-Frame36356-Face1
taroaso	taroaso_2009_01_28_19_00-shot28_74-Track1-Frame22732-Face1	gloriamacapagal-arroyo	gloriamacapagal-arroyo_2006_02_25_19_00-shot25_85-Track1-Frame25990-Face1
jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_96-Track1-Frame22509-Face1	fujiomitarai	fujiomitarai_2007_12_10_19_00-shot10_143-Track1-Frame33665-Face1
jianchaoliu	jianchaoliu_2008_06_24_19_00-shot24_107-Track1-Frame34541-Face1	yukiohatoyama	yukiohatoyama_2009_09_04_19_00-shot04_19-Track1-Frame4176-Face1
ichiroozawa	ichiroozawa_2006_04_03_19_00-shot03_2-Track1-Frame325-Face1	christopherhill	christopherhill_2007_08_13_19_00-shot13_188-Track1-Frame43227-Face1
akitakasaiki	akitakasaiki_2008_09_06_19_00-shot06_150-Track1-Frame39266-Face1	shigeofukuchi	shigeofukuchi_2010_07_06_19_00-shot06_36-Track1-Frame11940-Face1
shohakuho	shohakuho_2006_07_07_19_00-shot07_187-Track2-Frame47126-Face1	masajuroshiokawa	masajuroshiokawa_2001_07_04_19_00-shot04_107-Track1-Frame31683-Face1
nicolassakozy	nicolassakozy_2007_05_03_19_00-shot03_64-Track1-Frame16252-Face1	takakodoi	takakodoi_2002_02_19_19_00-shot19_72-Track1-Frame14666-Face1
nicolassakozy	nicolassakozy_2005_11_12_19_00-shot12_8-Track1-Frame1331-Face1	tetsuroyano	tetsuroyano_2008_07_12_19_00-shot12_112-Track3-Frame26285-Face2
yukiohatoyama	yukiohatoyama_2008_12_03_19_00-shot03_50-Track1-Frame15385-Face1	condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10662-Face1
naokotakahashi	naokotakahashi_2005_11_10_19_00-shot10_164-Track1-Frame46804-Face1	shinzoabe	shinzoabe_2006_12_15_19_00-shot15_25-Track2-Frame4797-Face1
akihiroohta	akihiroohta_2007_08_07_19_00-shot07_72-Track1-Frame11085-Face1	masako	masako_2004_04_02_19_00-shot02_136-Track1-Frame37297-Face1
ryoishikawa	ryoishikawa_2011_02_05_19_00-shot05_86-Track1-Frame48871-Face1	saenakarai	saenakarai_2006_07_06_19_00-shot06_200-Track1-Frame49966-Face1
katsuyoshieto	katsuyoshieto_2008_07_25_19_00-shot25_88-Track1-Frame23576-Face1	kikokawashima	kikokawashima_2006_09_06_19_00-shot06_195-Track2-Frame33616-Face2
jiabaowen	jiabaowen_2010_10_17_19_00-shot17_17-Track1-Frame6007-Face1	martinahingis	martinahingis_2006_02_01_19_00-shot01_192-Track1-Frame48536-Face1
saenakarai	saenakarai_2006_10_19_19_00-shot19_242-Track1-Frame49871-Face1	bunmeiibuki	bunmeiibuki_2007_09_18_19_00-shot18_50-Track1-Frame8932-Face1
johnkerry	johnkerry_2007_12_30_19_00-shot30_125-Track1-Frame27845-Face1	osamabinladen	osamabinladen_2001_11_20_19_00-shot20_46-Track1-Frame17243-Face1
yoshimiwatanabe	yoshimiwatanabe_2010_06_04_19_00-shot04_234-Track1-Frame40760-Face2	sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33683-Face1
hillaryclinton	hillaryclinton_2008_01_31_19_00-shot31_129-Track2-Frame39361-Face1	kaoruyosano	kaoruyosano_2009_07_15_19_00-shot15_87-Track3-Frame21250-Face2
ichirosuzuki	ichirosuzuki_2009_07_15_19_00-shot15_148-Track1-Frame32454-Face1	tetsuroyano	tetsuroyano_2008_07_12_19_00-shot12_112-Track3-Frame26285-Face2
jianchaoliu	jianchaoliu_2005_11_08_19_00-shot08_68-Track1-Frame19832-Face1	hillaryclinton	hillaryclinton_2008_02_06_19_00-shot06_102-Track1-Frame27177-Face1
kazuoshii	kazuoshii_2003_10_09_19_00-shot09_72-Track1-Frame13981-Face1	naruhito	naruhito_2002_04_02_19_00-shot02_133-Track1-Frame38379-Face1
hillaryclinton	hillaryclinton_2009_02_21_19_00-shot21_44-Track1-Frame8731-Face1	ichirosuzuki	ichirosuzuki_2004_08_27_19_00-shot27_182-Track1-Frame47458-Face1
shintaroishihara	shintaroishihara_2003_01_30_19_00-shot30_23-Track1-Frame9147-Face1	jintaohu	jintaohu_2010_11_11_19_00-shot11_48-Track2-Frame26483-Face2
kikokawashima	kikokawashima_2006_09_01_19_00-shot01_12-Track1-Frame1480-Face1	jrtokaibusstaff	jrtokaibusstaff_2007_04_10_19_00-shot10_75-Track1-Frame21519-Face1
yasuofukuda	yasuofukuda_2006_07_10_19_00-shot10_86-Track2-Frame23888-Face2	takenorikanzaki	takenorikanzaki_2001_10_31_19_00-shot31_170-Track1-Frame44300-Face1
nicolassakozy	nicolassakozy_2005_11_12_19_00-shot12_8-Track1-Frame1331-Face1	christopherhill	christopherhill_2007_03_18_19_00-shot18_50-Track1-Frame13632-Face1
kenfunato	kenfunato_2008_02_27_19_00-shot27_29-Track1-Frame7681-Face1	martinahingis	martinahingis_2006_02_01_19_00-shot01_192-Track1-Frame48536-Face1
kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track2-Frame18400-Face1	jong-ilkim	jong-ilkim_2004_12_24_19_00-shot24_71-Track1-Frame21352-Face1
kosukekitajima	kosukekitajima_2004_01_07_19_00-shot07_150-Track1-Frame38710-Face1	shin	shin_2010_01_14_19_00-shot14_205-Track1-Frame52189-Face1
junichirokoizumi	junichirokoizumi_2003_10_12_19_00-shot12_29-Track1-Frame7918-Face1	myung-baklee	myung-baklee_2007_08_20_19_00-shot20_140-Track2-Frame37252-Face1
kosukekitajima	kosukekitajima_2008_04_26_19_00-shot26_96-Track4-Frame15544-Face1	jiwoochoi	jiwoochoi_2004_03_22_19_00-shot22_139-Track1-Frame29409-Face2
naotokan	naotokan_2010_09_06_19_00-shot06_57-Track1-Frame26983-Face1	colinpowell	colinpowell_2004_04_21_19_00-shot21_35-Track1-Frame8361-Face1
naotokan	naotokan_2004_05_10_19_00-shot10_9-Track1-Frame1026-Face1	masaakishirakawa	masaakishirakawa_2009_06_16_19_00-shot16_71-Track1-Frame17709-Face1
masako	masako_2002_04_02_19_00-shot02_128-Track1-Frame37588-Face1	akihito	akihito_2006_09_10_19_00-shot10_21-Track1-Frame3561-Face1
taroaso	taroaso_2008_11_06_19_00-shot06_33-Track1-Frame12359-Face1	kazuoshii	kazuoshii_2005_08_19_19_00-shot19_69-Track1-Frame22151-Face1
zico	zico_2006_03_22_19_00-shot22_169-Track1-Frame45625-Face1	aimiyazato	aimiyazato_2009_08_07_19_00-shot07_213-Track1-Frame47273-Face1
kosukekitajima	kosukekitajima_2005_03_10_19_00-shot10_160-Track2-Frame44174-Face1	makikotanaka	makikotanaka_2001_07_10_19_00-shot10_145-Track1-Frame36946-Face2
shinzoabe	shinzoabe_2006_10_16_19_00-shot16_6-Track1-Frame786-Face1	seijimaehara	seijimaehara_2006_03_04_19_00-shot04_32-Track1-Frame8147-Face1
osamabinladen	osamabinladen_2001_12_19_19_00-shot19_4-Track1-Frame1181-Face1	masako	masako_2002_12_05_19_00-shot05_223-Track1-Frame38283-Face1
sadakazutanigaki	sadakazutanigaki_2010_04_05_19_00-shot05_106-Track1-Frame18814-Face1	sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_178-Track1-Frame45792-Face2
mizuhofukushima	mizuhofukushima_2003_11_15_19_00-shot15_80-Track1-Frame27014-Face1	kenfunato	kenfunato_2008_02_27_19_00-shot27_29-Track1-Frame7681-Face1
steffigraf	steffigraf_2007_04_23_19_00-shot23_115-Track1-Frame24012-Face1	takakodoi	takakodoi_2002_02_20_19_00-shot20_96-Track3-Frame28637-Face2
naokotakahashi	naokotakahashi_2005_05_09_19_00-shot09_182-Track1-Frame47865-Face2	kaoruyosano	kaoruyosano_2010_04_03_19_00-shot03_16-Track1-Frame3300-Face1
johnmccain	johnmccain_2008_09_05_19_00-shot05_82-Track1-Frame23017-Face1	ryoishikawa	ryoishikawa_2008_01_10_19_00-shot10_144-Track1-Frame28571-Face1
jyun	jyun_2008_10_07_19_00-shot07_104-Track1-Frame32481-Face1	junichirokoizumi	junichirokoizumi_2001_11_06_19_00-shot06_102-Track1-Frame33780-Face1
hideohigashikokubaru	hideohigashikokubaru_2011_01_20_19_00-shot20_101-Track1-Frame37582-Face1	yukiohatoyama	yukiohatoyama_2010_06_02_19_00-shot02_35-Track1-Frame6223-Face1
wataruabe	wataruabe_2007_11_05_19_00-shot05_178-Track1-Frame42680-Face1	pervezmusharraf	pervezmusharraf_2001_09_17_19_00-shot17_6-Track1-Frame4402-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_02_05_19_00-shot05_116-Track1-Frame23622-Face1	tetsuroyano	tetsuroyano_2008_07_10_19_00-shot10_10-Track2-Frame3515-Face1
akinoriasashoryu	akinoriasashoryu_2004_07_19_19_00-shot19_175-Track1-Frame42760-Face1	junichirokoizumi	junichirokoizumi_2003_09_18_19_00-shot18_17-Track1-Frame3534-Face1
monalisa	monalisa_2008_01_15_19_00-shot15_5-Track1-Frame703-Face1	jianchaoliu	jianchaoliu_2006_10_10_19_00-shot10_12-Track1-Frame3139-Face1
jiabaowen	jiabaowen_2007_03_16_19_00-shot16_181-Track1-Frame46351-Face2	kikokawashima	kikokawashima_2006_09_11_19_00-shot11_74-Track1-Frame18350-Face1
shinrikyoaum	shinrikyoaum_2003_10_30_19_00-shot30_22-Track1-Frame5482-Face1	vladimirputin	vladimirputin_2001_03_23_19_00-shot23_49-Track1-Frame18164-Face2
pervezmusharraf	pervezmusharraf_2001_09_14_19_00-shot14_34-Track1-Frame17098-Face1	renhomurata	renhomurata_2010_04_26_19_00-shot26_92-Track26-Frame26422-Face1
martinahingis	martinahingis_2006_01_30_19_00-shot30_172-Track1-Frame42991-Face1	kenfunato	kenfunato_2008_02_27_19_00-shot27_29-Track1-Frame7681-Face1
jianchaoliu	jianchaoliu_2006_10_17_19_00-shot17_42-Track1-Frame10685-Face1	tsuyoshiyamashita	tsuyoshiyamashita_2007_10_30_19_00-shot30_60-Track1-Frame14116-Face1
shigeofukuchi	shigeofukuchi_2010_07_06_19_00-shot06_36-Track1-Frame11940-Face1	vladimirputin	vladimirputin_2001_06_15_19_00-shot15_102-Track1-Frame38435-Face1
jianchaoliu	jianchaoliu_2006_10_12_19_00-shot12_26-Track1-Frame5589-Face2	shigeofukuchi	shigeofukuchi_2008_05_27_19_00-shot27_94-Track1-Frame30552-Face1
jong-ilkim	jong-ilkim_2002_09_16_19_00-shot16_99-Track2-Frame35604-Face1	shintaroishihara	shintaroishihara_2008_11_12_19_00-shot12_66-Track1-Frame25139-Face1
ichiroozawa	ichiroozawa_2007_12_21_19_00-shot21_5-Track1-Frame655-Face2	yukiohatoyama	yukiohatoyama_2009_06_30_19_00-shot30_65-Track1-Frame18723-Face1
ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_66-Track1-Frame42934-Face1	martinahingis	martinahingis_2006_02_01_19_00-shot01_192-Track1-Frame48536-Face1
yukiohatoyama	yukiohatoyama_2006_04_08_19_00-shot08_3-Track2-Frame379-Face2	yumieyoshiba	yumieyoshiba_2009_03_01_19_00-shot01_213-Track1-Frame49038-Face1
saenakarai	saenakarai_2005_11_17_19_00-shot17_213-Track1-Frame52669-Face1	yoichimasuzoe	yoichimasuzoe_2008_11_18_19_00-shot18_122-Track1-Frame35453-Face1
banrikaieda	banrikaieda_2011_05_17_19_00-shot17_41-Track1-Frame34464-Face1	kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track2-Frame18400-Face1
seijimaehara	seijimaehara_2009_10_13_19_00-shot13_9-Track1-Frame2444-Face1	fujiomitarai	fujiomitarai_2009_08_03_19_00-shot03_86-Track1-Frame26257-Face1
yasuofukuda	yasuofukuda_2007_12_14_19_00-shot14_95-Track1-Frame24787-Face1	ebizoichikawa	ebizoichikawa_2010_12_28_19_00-shot28_79-Track1-Frame37570-Face1
akiotoyoda	akiotoyoda_2010_02_09_19_00-shot09_82-Track1-Frame16062-Face1	hideohigashikokubaru	hideohigashikokubaru_2010_07_16_19_00-shot16_87-Track1-Frame29202-Face2
yoichimasuzoe	yoichimasuzoe_2010_04_22_19_00-shot22_75-Track1-Frame18951-Face1	kosukekitajima	kosukekitajima_2010_04_12_19_00-shot12_160-Track1-Frame44939-Face1
masayoshison	masayoshison_2005_02_19_19_00-shot19_35-Track1-Frame7503-Face1	shigeofukuchi	shigeofukuchi_2008_05_27_19_00-shot27_94-Track1-Frame30552-Face1
jianchaoliu	jianchaoliu_2006_10_17_19_00-shot17_42-Track1-Frame10685-Face1	shizukakamei	shizukakamei_2009_09_30_19_00-shot30_119-Track2-Frame35179-Face2
masaakishirakawa	masaakishirakawa_2008_04_08_19_00-shot08_38-Track1-Frame9050-Face1	nicolassakozy	nicolassakozy_2007_05_03_19_00-shot03_64-Track1-Frame16252-Face1
kaoriiida	kaoriiida_2008_01_18_19_00-shot18_49-Track1-Frame12034-Face1	renhomurata	renhomurata_2010_04_23_19_00-shot23_21-Track1-Frame6140-Face1
gloriamacapagal-arroyo	gloriamacapagal-arroyo_2002_01_09_19_00-shot09_76-Track1-Frame22401-Face1	yoichimasuzoe	yoichimasuzoe_2007_12_20_19_00-shot20_15-Track1-Frame2811-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_178-Track1-Frame45792-Face2	akihiroohta	akihiroohta_2007_07_11_19_00-shot11_25-Track1-Frame4795-Face1
masakunimurakami	masakunimurakami_2001_06_29_19_00-shot29_74-Track1-Frame30986-Face1	moo-hyunroh	moo-hyunroh_2002_12_20_19_00-shot20_79-Track1-Frame30143-Face2
muneosuzuki	muneosuzuki_2010_09_16_19_00-shot16_131-Track1-Frame42316-Face1	moo-hyunroh	moo-hyunroh_2002_12_27_19_00-shot27_48-Track1-Frame15530-Face1
kaoruyosano	kaoruyosano_2009_07_06_19_00-shot06_7-Track1-Frame2525-Face1	myung-baklee	myung-baklee_2008_01_17_19_00-shot17_139-Track1-Frame36764-Face1
marionjones	marionjones_2007_11_16_19_00-shot16_163-Track1-Frame40419-Face1	ichiroozawa	ichiroozawa_2007_11_05_19_00-shot05_85-Track1-Frame17646-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_135-Track1-Frame37678-Face1	aimiyazato	aimiyazato_2009_08_07_19_00-shot07_213-Track1-Frame47273-Face1
masakunimurakami	masakunimurakami_2001_06_29_19_00-shot29_74-Track1-Frame30986-Face1	kazuoshii	kazuoshii_2003_03_27_19_00-shot27_282-Track1-Frame70243-Face1
maoasada	maoasada_2009_04_01_19_00-shot01_106-Track1-Frame31799-Face1	katsuyaokada	katsuyaokada_2009_05_13_19_00-shot13_33-Track1-Frame5383-Face1
shohakuho	shohakuho_2010_08_13_19_00-shot13_8-Track1-Frame1956-Face1	shizukakamei	shizukakamei_2003_08_30_19_00-shot30_79-Track1-Frame19559-Face1
myung-baklee	myung-baklee_2010_05_26_19_00-shot26_57-Track1-Frame15253-Face1	georgebush	georgebush_2002_01_31_19_00-shot31_81-Track1-Frame25840-Face1
saenakarai	saenakarai_2008_11_10_19_00-shot10_150-Track1-Frame48683-Face1	junichirokoizumi	junichirokoizumi_2002_04_29_19_00-shot29_64-Track1-Frame17068-Face1
naruhito	naruhito_2003_01_14_19_00-shot14_92-Track1-Frame36207-Face2	natsuoyamaguchi	natsuoyamaguchi_2010_05_07_19_00-shot07_52-Track1-Frame14543-Face1
masaakishirakawa	masaakishirakawa_2008_04_07_19_00-shot07_42-Track1-Frame8018-Face1	shintaroishihara	shintaroishihara_2008_02_20_19_00-shot20_89-Track1-Frame27599-Face1
akinoriasashoryu	akinoriasashoryu_2010_01_21_19_00-shot21_175-Track1-Frame47205-Face1	tsuyoshiyamashita	tsuyoshiyamashita_2007_11_22_19_00-shot22_69-Track1-Frame13695-Face1
shin	shin_2009_04_30_19_00-shot30_5-Track2-Frame1109-Face1	taroaso	taroaso_2002_09_27_19_00-shot27_118-Track1-Frame32157-Face1
kosukekitajima	kosukekitajima_2007_03_04_19_00-shot04_179-Track1-Frame41569-Face1	takakodoi	takakodoi_2002_02_20_19_00-shot20_96-Track3-Frame28637-Face2
shinrikyoaum	shinrikyoaum_2006_09_15_19_00-shot15_59-Track1-Frame13672-Face1	shoichinakagawa	shoichinakagawa_2005_12_09_19_00-shot09_150-Track1-Frame43298-Face1
yujiang	yujiang_2006_11_28_19_00-shot28_19-Track1-Frame5562-Face1	shintaroishihara	shintaroishihara_2008_03_26_19_00-shot26_129-Track1-Frame28719-Face1
yasuofukuda	yasuofukuda_2008_05_20_19_00-shot20_144-Track1-Frame21825-Face1	myung-baklee	myung-baklee_2009_06_28_19_00-shot28_4-Track1-Frame366-Face1
bunmeiibuki	bunmeiibuki_2008_02_16_19_00-shot16_65-Track1-Frame16733-Face1	takakodoi	takakodoi_2002_02_20_19_00-shot20_96-Track3-Frame28637-Face2
shinrikyoaum	shinrikyoaum_2004_02_26_19_00-shot26_59-Track1-Frame13237-Face1	kazuoshii	kazuoshii_2005_08_11_19_00-shot11_30-Track1-Frame10211-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_135-Track1-Frame37678-Face1	shin	shin_2009_03_09_19_00-shot09_194-Track1-Frame49114-Face1
dae-jungkim	dae-jungkim_2002_01_02_19_00-shot02_113-Track1-Frame33888-Face1	monalisa	monalisa_2006_04_27_19_00-shot27_77-Track1-Frame21810-Face1
ichirosuzuki	ichirosuzuki_2006_11_16_19_00-shot16_13-Track2-Frame1771-Face1	yukiohatoyama	yukiohatoyama_2009_09_05_19_00-shot05_60-Track1-Frame9427-Face1
azumakoshiishi	azumakoshiishi_2009_06_25_19_00-shot25_18-Track1-Frame4598-Face1	condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10662-Face1
kikokawashima	kikokawashima_2006_09_12_19_00-shot12_92-Track1-Frame18436-Face1	takakodoi	takakodoi_2002_03_17_19_00-shot17_10-Track1-Frame4925-Face1
katsuyaokada	katsuyaokada_2009_05_14_19_00-shot14_12-Track1-Frame3368-Face1	tetsuroyano	tetsuroyano_2008_07_13_19_00-shot13_1-Track2-Frame262-Face2
jong-ilkim	jong-ilkim_2007_03_04_19_00-shot04_48-Track1-Frame13064-Face2	vladimirputin	vladimirputin_2001_06_15_19_00-shot15_102-Track1-Frame38435-Face1
barutokaito	barutokaito_2010_01_18_19_00-shot18_211-Track1-Frame48790-Face1	yoshimiwatanabe	yoshimiwatanabe_2009_08_08_19_00-shot08_64-Track2-Frame19550-Face1
seijimaehara	seijimaehara_2010_09_14_19_00-shot14_113-Track1-Frame47083-Face3	aimiyazato	aimiyazato_2005_12_08_19_00-shot08_210-Track1-Frame46942-Face1
yukioedano	yukioedano_2010_06_04_19_00-shot04_34-Track1-Frame4868-Face1	akitakasaiki	akitakasaiki_2008_12_07_19_00-shot07_96-Track1-Frame35073-Face1
kaoruyosano	kaoruyosano_2007_08_30_19_00-shot30_28-Track1-Frame9174-Face1	azumakoshiishi	azumakoshiishi_2010_11_04_19_00-shot04_43-Track1-Frame24805-Face1
steffigraf	steffigraf_2007_04_22_19_00-shot22_98-Track1-Frame27350-Face1	jyun	jyun_2008_10_07_19_00-shot07_104-Track1-Frame32481-Face1
georgebush	georgebush_2003_02_11_19_00-shot11_10-Track1-Frame3797-Face1	aifukuhara	aifukuhara_2003_05_27_19_00-shot27_178-Track1-Frame45107-Face2
saenakarai	saenakarai_2005_10_07_19_00-shot07_209-Track1-Frame52763-Face1	shoichinakagawa	shoichinakagawa_2009_02_16_19_00-shot16_72-Track1-Frame17574-Face1
ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_56-Track1-Frame25167-Face1	condoleezzarice	condoleezzarice_2008_06_27_19_00-shot27_49-Track1-Frame12969-Face1
myung-baklee	myung-baklee_2010_05_05_19_00-shot05_41-Track1-Frame8994-Face1	kaoriiida	kaoriiida_2008_01_18_19_00-shot18_49-Track1-Frame12034-Face1
jiabaowen	jiabaowen_2007_03_16_19_00-shot16_181-Track1-Frame46351-Face2	akinoriasashoryu	akinoriasashoryu_2003_01_29_19_00-shot29_151-Track1-Frame42498-Face1
masahikokhomura	masahikokhomura_2007_11_08_19_00-shot08_100-Track1-Frame28028-Face1	masaakishirakawa	masaakishirakawa_2008_04_08_19_00-shot08_38-Track1-Frame9050-Face1
kikokawashima	kikokawashima_2006_09_11_19_00-shot11_74-Track1-Frame18350-Face1	sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33683-Face1
ryoishikawa	ryoishikawa_2011_02_05_19_00-shot05_86-Track1-Frame48871-Face1	gloriamacapagal-arroyo	gloriamacapagal-arroyo_2002_01_09_19_00-shot09_76-Track1-Frame22401-Face1
naokotakahashi	naokotakahashi_2005_11_18_19_00-shot18_189-Track1-Frame48967-Face1	takeshiokada	takeshiokada_2009_06_18_19_00-shot18_180-Track1-Frame48301-Face1
dae-jungkim	dae-jungkim_2001_10_15_19_00-shot15_270-Track1-Frame90920-Face1	ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_66-Track1-Frame42934-Face1
jyun	jyun_2008_02_07_19_00-shot07_41-Track2-Frame12069-Face1	takafumihorie	takafumihorie_2004_09_16_19_00-shot16_75-Track1-Frame15587-Face1
kaoriiida	kaoriiida_2008_01_18_19_00-shot18_49-Track1-Frame12034-Face1	shizukakamei	shizukakamei_2010_03_17_19_00-shot17_65-Track1-Frame18041-Face1
johnmccain	johnmccain_2008_09_05_19_00-shot05_82-Track1-Frame23017-Face1	yoshitosengoku	yoshitosengoku_2010_07_22_19_00-shot22_65-Track1-Frame29078-Face1
masaakishirakawa	masaakishirakawa_2008_04_04_19_00-shot04_17-Track1-Frame3931-Face2	muneosuzuki	muneosuzuki_2002_06_17_19_00-shot17_93-Track1-Frame27976-Face1
katsuyoshieto	katsuyoshieto_2008_07_17_19_00-shot17_47-Track1-Frame13784-Face1	muneosuzuki	muneosuzuki_2001_05_22_19_00-shot22_45-Track1-Frame12351-Face1
saenakarai	saenakarai_2005_08_16_19_00-shot16_179-Track1-Frame52111-Face1	nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_58-Track2-Frame13983-Face1
katsuyoshieto	katsuyoshieto_2008_07_15_19_00-shot15_125-Track1-Frame33326-Face1	azumakoshiishi	azumakoshiishi_2009_01_26_19_00-shot26_35-Track2-Frame8565-Face1
barutokaito	barutokaito_2010_03_31_19_00-shot31_168-Track1-Frame45232-Face1	mahmoudahmadinejad	mahmoudahmadinejad_2006_02_05_19_00-shot05_116-Track1-Frame23622-Face1
azumakoshiishi	azumakoshiishi_2007_11_30_19_00-shot30_171-Track1-Frame28232-Face1	seijimaehara	seijimaehara_2009_12_13_19_00-shot13_48-Track1-Frame10355-Face1
ichirosuzuki	ichirosuzuki_2002_01_17_19_00-shot17_39-Track1-Frame10287-Face1	masako	masako_2002_12_05_19_00-shot05_223-Track1-Frame38283-Face1
maoasada	maoasada_2006_03_02_19_00-shot02_18-Track1-Frame2426-Face1	bunmeiibuki	bunmeiibuki_2007_11_08_19_00-shot08_60-Track1-Frame17400-Face1
masayoshison	masayoshison_2007_10_15_19_00-shot15_190-Track1-Frame47054-Face1	shin	shin_2009_09_10_19_00-shot10_230-Track1-Frame52475-Face1
ichiroozawa	ichiroozawa_2009_03_05_19_00-shot05_5-Track2-Frame777-Face1	jong-ilkim	jong-ilkim_2007_08_08_19_00-shot08_28-Track2-Frame6037-Face2
junichirokoizumi	junichirokoizumi_2001_08_15_19_00-shot15_89-Track1-Frame18720-Face1	renhomurata	renhomurata_2010_04_26_19_00-shot26_92-Track26-Frame26422-Face1
sachiyonomura	sachiyonomura_2001_12_26_19_00-shot26_138-Track1-Frame41167-Face2	shinrikyoaum	shinrikyoaum_2004_02_26_19_00-shot26_59-Track1-Frame13237-Face1
ebizoichikawa	ebizoichikawa_2010_12_28_19_00-shot28_79-Track1-Frame37570-Face1	yujiang	yujiang_2008_06_18_19_00-shot18_18-Track1-Frame8271-Face1
ryutarohashimoto	ryutarohashimoto_2006_07_01_19_00-shot01_58-Track1-Frame8740-Face1	christopherhill	christopherhill_2006_07_12_19_00-shot12_16-Track1-Frame4241-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_135-Track1-Frame37678-Face1	fujiomitarai	fujiomitarai_2007_11_12_19_00-shot12_140-Track1-Frame36356-Face1
sadakazutanigaki	sadakazutanigaki_2010_01_05_19_00-shot05_102-Track2-Frame28828-Face1	wataruabe	wataruabe_2006_07_21_19_00-shot21_203-Track1-Frame49197-Face1
