10	300
masayoshison	masayoshison_2004_02_27_19_00-shot27_132-Track1-Frame40689-Face1	masayoshison_2004_02_27_19_00-shot27_133-Track1-Frame40867-Face2
aifukuhara	aifukuhara_2004_08_16_19_00-shot16_135-Track1-Frame23210-Face1	aifukuhara_2008_01_03_19_00-shot03_197-Track1-Frame47250-Face1
yukioedano	yukioedano_2010_11_17_19_00-shot17_39-Track1-Frame19634-Face1	yukioedano_2011_04_30_19_00-shot30_23-Track1-Frame26552-Face1
myung-baklee	myung-baklee_2010_05_05_19_00-shot05_41-Track1-Frame9003-Face1	myung-baklee_2010_05_24_19_00-shot24_89-Track1-Frame19933-Face1
takeshiokada	takeshiokada_2006_06_12_19_00-shot12_44-Track1-Frame13847-Face1	takeshiokada_2009_11_19_19_00-shot19_217-Track1-Frame48090-Face1
yukioedano	yukioedano_2010_06_07_19_00-shot07_53-Track1-Frame6149-Face1	yukioedano_2011_03_17_19_00-shot17_15-Track2-Frame8473-Face1
colinpowell	colinpowell_2003_02_25_19_00-shot25_164-Track1-Frame34301-Face1	colinpowell_2003_02_25_19_00-shot25_66-Track1-Frame10562-Face1
saddamhussein	saddamhussein_2003_03_16_19_00-shot16_29-Track1-Frame9608-Face1	saddamhussein_2003_08_02_19_00-shot02_24-Track1-Frame6856-Face1
marionjones	marionjones_2007_10_09_19_00-shot09_115-Track1-Frame32846-Face1	marionjones_2007_11_16_19_00-shot16_163-Track1-Frame40410-Face1
hillaryclinton	hillaryclinton_2008_02_06_19_00-shot06_114-Track1-Frame30003-Face1	hillaryclinton_2009_01_14_19_00-shot14_48-Track1-Frame16437-Face1
makikotanaka	makikotanaka_2001_12_18_19_00-shot18_8-Track1-Frame1204-Face1	makikotanaka_2002_01_28_19_00-shot28_73-Track1-Frame19553-Face1
taroaso	taroaso_2001_04_21_19_00-shot21_15-Track1-Frame5589-Face1	taroaso_2009_07_22_19_00-shot22_155-Track1-Frame37110-Face2
junichirokoizumi	junichirokoizumi_2002_09_18_19_00-shot18_8-Track1-Frame4077-Face2	junichirokoizumi_2005_08_11_19_00-shot11_59-Track1-Frame20743-Face1
akinoriasashoryu	akinoriasashoryu_2007_03_24_19_00-shot24_152-Track1-Frame39660-Face1	akinoriasashoryu_2008_01_13_19_00-shot13_41-Track1-Frame10434-Face1
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_53-Track1-Frame13235-Face1	yoshimiwatanabe_2009_01_16_19_00-shot16_76-Track1-Frame22631-Face1
aimiyazato	aimiyazato_2005_03_30_19_00-shot30_186-Track1-Frame43019-Face1	aimiyazato_2006_01_17_19_00-shot17_215-Track1-Frame50668-Face1
katsuyoshieto	katsuyoshieto_2008_07_09_19_00-shot09_117-Track1-Frame30035-Face2	katsuyoshieto_2008_07_17_19_00-shot17_2-Track1-Frame299-Face1
hidekimatsui	hidekimatsui_2006_09_02_19_00-shot02_181-Track1-Frame47666-Face1	hidekimatsui_2007_01_13_19_00-shot13_173-Track1-Frame47050-Face1
zico	zico_2006_05_02_19_00-shot02_163-Track1-Frame44397-Face1	zico_2006_06_26_19_00-shot26_132-Track1-Frame37236-Face1
kenfunato	kenfunato_2008_02_27_19_00-shot27_11-Track2-Frame2600-Face1	kenfunato_2008_02_27_19_00-shot27_29-Track2-Frame7823-Face1
barakobama	barakobama_2009_11_14_19_00-shot14_149-Track1-Frame33912-Face1	barakobama_2010_06_26_19_00-shot26_58-Track1-Frame14840-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_18_19_00-shot18_105-Track1-Frame27860-Face1	ryutarohashimoto_2004_08_29_19_00-shot29_73-Track1-Frame25653-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_90-Track1-Frame29786-Face1	shigeofukuchi_2010_07_06_19_00-shot06_38-Track1-Frame12198-Face1
jianchaoliu	jianchaoliu_2005_11_08_19_00-shot08_68-Track1-Frame19773-Face1	jianchaoliu_2007_01_09_19_00-shot09_49-Track1-Frame10661-Face1
aimiyazato	aimiyazato_2003_10_07_19_00-shot07_187-Track1-Frame44346-Face1	aimiyazato_2005_03_02_19_00-shot02_15-Track3-Frame2428-Face1
bunmeiibuki	bunmeiibuki_2008_08_01_19_00-shot01_62-Track1-Frame51612-Face1	bunmeiibuki_2009_01_15_19_00-shot15_117-Track1-Frame31688-Face1
gloriamacapagal-arroyo	gloriamacapagal-arroyo_2002_01_09_19_00-shot09_76-Track1-Frame22307-Face1	gloriamacapagal-arroyo_2002_01_09_19_00-shot09_77-Track1-Frame22537-Face1
katsuyaokada	katsuyaokada_2009_07_02_19_00-shot02_2-Track1-Frame139-Face1	katsuyaokada_2010_12_17_19_00-shot17_68-Track1-Frame28435-Face1
shintaroishihara	shintaroishihara_2007_04_09_19_00-shot09_41-Track1-Frame6079-Face1	shintaroishihara_2008_03_28_19_00-shot28_156-Track1-Frame37320-Face1
myung-baklee	myung-baklee_2007_12_18_19_00-shot18_109-Track1-Frame29595-Face1	myung-baklee_2008_02_25_19_00-shot25_79-Track1-Frame18255-Face1
yoichimasuzoe	yoichimasuzoe_2008_11_18_19_00-shot18_122-Track1-Frame35504-Face1	yoichimasuzoe_2009_06_15_19_00-shot15_23-Track1-Frame6090-Face2
tsuyoshiyamashita	tsuyoshiyamashita_2007_10_30_19_00-shot30_71-Track1-Frame15943-Face1	tsuyoshiyamashita_2007_11_22_19_00-shot22_83-Track1-Frame15082-Face1
shinzoabe	shinzoabe_2006_11_20_19_00-shot20_86-Track2-Frame21848-Face1	shinzoabe_2006_12_27_19_00-shot27_42-Track1-Frame13054-Face1
shinrikyoaum	shinrikyoaum_2004_02_26_19_00-shot26_59-Track1-Frame13242-Face1	shinrikyoaum_2006_09_15_19_00-shot15_5-Track2-Frame430-Face1
takafumihorie	takafumihorie_2006_09_05_19_00-shot05_100-Track1-Frame23939-Face1	takafumihorie_2007_03_16_19_00-shot16_39-Track1-Frame10386-Face1
takafumihorie	takafumihorie_2005_02_19_19_00-shot19_30-Track1-Frame6721-Face1	takafumihorie_2006_01_23_19_00-shot23_18-Track1-Frame2966-Face1
yukioedano	yukioedano_2010_06_05_19_00-shot05_24-Track1-Frame5507-Face1	yukioedano_2011_03_21_19_00-shot21_15-Track1-Frame18896-Face1
hidekimatsui	hidekimatsui_2003_01_09_19_00-shot09_107-Track1-Frame31108-Face1	hidekimatsui_2005_05_23_19_00-shot23_191-Track1-Frame46139-Face1
yumieyoshiba	yumieyoshiba_2006_01_28_19_00-shot28_182-Track1-Frame49598-Face1	yumieyoshiba_2006_02_11_19_00-shot11_212-Track1-Frame47796-Face1
jianchaoliu	jianchaoliu_2006_10_10_19_00-shot10_12-Track1-Frame2683-Face1	jianchaoliu_2008_07_01_19_00-shot01_164-Track1-Frame39989-Face1
myung-baklee	myung-baklee_2008_01_14_19_00-shot14_77-Track1-Frame14582-Face1	myung-baklee_2008_04_20_19_00-shot20_26-Track1-Frame8218-Face1
myung-baklee	myung-baklee_2009_01_12_19_00-shot12_36-Track1-Frame6169-Face1	myung-baklee_2009_06_28_19_00-shot28_4-Track1-Frame315-Face2
condoleezzarice	condoleezzarice_2002_10_18_19_00-shot18_79-Track3-Frame15673-Face1	condoleezzarice_2005_03_18_19_00-shot18_110-Track1-Frame29243-Face1
natsuoyamaguchi	natsuoyamaguchi_2010_02_10_19_00-shot10_37-Track1-Frame8735-Face1	natsuoyamaguchi_2010_03_03_19_00-shot03_18-Track1-Frame5151-Face1
condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10622-Face2	condoleezzarice_2005_03_18_19_00-shot18_110-Track1-Frame29243-Face1
masaakishirakawa	masaakishirakawa_2008_03_11_19_00-shot11_36-Track3-Frame8491-Face1	masaakishirakawa_2008_04_07_19_00-shot07_42-Track1-Frame8080-Face1
shohakuho	shohakuho_2006_05_22_19_00-shot22_110-Track1-Frame30410-Face1	shohakuho_2010_09_26_19_00-shot26_18-Track1-Frame5435-Face1
mizuhofukushima	mizuhofukushima_2009_03_13_19_00-shot13_67-Track1-Frame22447-Face1	mizuhofukushima_2009_12_09_19_00-shot09_4-Track1-Frame395-Face1
jong-ilkim	jong-ilkim_2002_09_09_19_00-shot09_69-Track1-Frame22008-Face1	jong-ilkim_2005_02_22_19_00-shot22_5-Track1-Frame1315-Face1
shohakuho	shohakuho_2007_05_26_19_00-shot26_68-Track1-Frame16846-Face2	shohakuho_2007_05_30_19_00-shot30_172-Track1-Frame45490-Face2
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_60-Track1-Frame17368-Face2	sachiyonomura_2001_12_04_19_00-shot04_63-Track1-Frame17618-Face1
katsuyoshieto	katsuyoshieto_2008_07_09_19_00-shot09_117-Track1-Frame30035-Face2	katsuyoshieto_2008_07_10_19_00-shot10_17-Track1-Frame7576-Face1
myung-baklee	myung-baklee_2008_02_25_19_00-shot25_81-Track1-Frame19042-Face1	myung-baklee_2010_06_03_19_00-shot03_131-Track1-Frame37553-Face1
aimiyazato	aimiyazato_2005_03_30_19_00-shot30_186-Track1-Frame43019-Face1	aimiyazato_2005_03_30_19_00-shot30_187-Track1-Frame43127-Face2
jianchaoliu	jianchaoliu_2007_01_09_19_00-shot09_51-Track1-Frame11110-Face1	jianchaoliu_2008_07_01_19_00-shot01_164-Track1-Frame39989-Face1
kikokawashima	kikokawashima_2006_07_27_19_00-shot27_153-Track1-Frame35041-Face1	kikokawashima_2006_09_01_19_00-shot01_12-Track1-Frame1504-Face1
dae-jungkim	dae-jungkim_2001_10_16_19_00-shot16_199-Track1-Frame58166-Face1	dae-jungkim_2002_03_13_19_00-shot13_130-Track1-Frame39540-Face1
hidekimatsui	hidekimatsui_2003_09_29_19_00-shot29_177-Track1-Frame45735-Face1	hidekimatsui_2004_03_18_19_00-shot18_202-Track1-Frame43646-Face1
maoasada	maoasada_2006_08_28_19_00-shot28_175-Track1-Frame46479-Face1	maoasada_2010_04_11_19_00-shot11_207-Track1-Frame44311-Face1
condoleezzarice	condoleezzarice_2005_03_18_19_00-shot18_96-Track2-Frame26321-Face1	condoleezzarice_2008_06_27_19_00-shot27_40-Track1-Frame10694-Face1
georgebush	georgebush_2007_01_10_19_00-shot10_54-Track1-Frame14655-Face1	georgebush_2009_01_16_19_00-shot16_106-Track1-Frame30404-Face1
junichirokoizumi	junichirokoizumi_2002_05_15_19_00-shot15_91-Track1-Frame31441-Face1	junichirokoizumi_2003_09_12_19_00-shot12_64-Track1-Frame16847-Face1
barakobama	barakobama_2008_11_05_19_00-shot05_14-Track1-Frame2514-Face1	barakobama_2009_09_26_19_00-shot26_26-Track1-Frame5109-Face1
hidekimatsui	hidekimatsui_2003_10_18_19_00-shot18_170-Track1-Frame41839-Face1	hidekimatsui_2007_01_13_19_00-shot13_170-Track1-Frame46475-Face1
shohakuho	shohakuho_2006_05_22_19_00-shot22_110-Track1-Frame30410-Face1	shohakuho_2010_09_24_19_00-shot24_128-Track2-Frame49266-Face1
ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_68-Track1-Frame43574-Face1	ebizoichikawa_2010_12_08_19_00-shot08_56-Track1-Frame25147-Face1
hidekimatsui	hidekimatsui_2005_07_08_19_00-shot08_188-Track1-Frame46819-Face1	hidekimatsui_2006_09_21_19_00-shot21_224-Track1-Frame47619-Face1
jong-ilkim	jong-ilkim_2002_09_09_19_00-shot09_69-Track1-Frame22008-Face1	jong-ilkim_2006_08_10_19_00-shot10_7-Track1-Frame1174-Face1
myung-baklee	myung-baklee_2008_01_17_19_00-shot17_139-Track1-Frame36889-Face1	myung-baklee_2010_05_24_19_00-shot24_86-Track1-Frame19413-Face1
jiabaowen	jiabaowen_2005_03_14_19_00-shot14_103-Track1-Frame30782-Face1	jiabaowen_2010_10_17_19_00-shot17_17-Track1-Frame6059-Face1
moo-hyunroh	moo-hyunroh_2003_06_06_19_00-shot06_71-Track1-Frame17969-Face1	moo-hyunroh_2006_10_09_19_00-shot09_52-Track1-Frame9086-Face1
georgebush	georgebush_2002_02_16_19_00-shot16_10-Track1-Frame4209-Face1	georgebush_2007_01_11_19_00-shot11_3-Track1-Frame540-Face1
aimiyazato	aimiyazato_2006_01_17_19_00-shot17_215-Track1-Frame50668-Face1	aimiyazato_2006_01_17_19_00-shot17_217-Track1-Frame50967-Face1
myung-baklee	myung-baklee_2007_11_27_19_00-shot27_123-Track1-Frame32027-Face2	myung-baklee_2009_05_26_19_00-shot26_30-Track1-Frame6464-Face1
shizukakamei	shizukakamei_2009_09_09_19_00-shot09_72-Track1-Frame10584-Face1	shizukakamei_2010_04_27_19_00-shot27_43-Track1-Frame15855-Face1
pervezmusharraf	pervezmusharraf_2001_09_14_19_00-shot14_34-Track1-Frame17184-Face1	pervezmusharraf_2001_12_22_19_00-shot22_101-Track1-Frame38357-Face1
yoshitosengoku	yoshitosengoku_2010_09_06_19_00-shot06_90-Track1-Frame37150-Face1	yoshitosengoku_2010_10_12_19_00-shot12_55-Track1-Frame29685-Face1
jrtokaibusstaff	jrtokaibusstaff_2007_04_10_19_00-shot10_75-Track1-Frame21534-Face1	jrtokaibusstaff_2007_06_17_19_00-shot17_66-Track1-Frame16981-Face1
maoasada	maoasada_2006_03_02_19_00-shot02_19-Track1-Frame2569-Face1	maoasada_2006_08_28_19_00-shot28_171-Track1-Frame46083-Face1
yoshitosengoku	yoshitosengoku_2010_08_10_19_00-shot10_130-Track1-Frame46062-Face1	yoshitosengoku_2010_11_10_19_00-shot10_62-Track1-Frame29974-Face1
masaakishirakawa	masaakishirakawa_2008_04_04_19_00-shot04_17-Track1-Frame4065-Face1	masaakishirakawa_2008_09_17_19_00-shot17_35-Track1-Frame13047-Face1
ichiroozawa	ichiroozawa_2008_06_20_19_00-shot20_4-Track1-Frame403-Face1	ichiroozawa_2009_03_10_19_00-shot10_28-Track1-Frame11262-Face1
yukiohatoyama	yukiohatoyama_2009_09_07_19_00-shot07_54-Track1-Frame8083-Face1	yukiohatoyama_2010_03_30_19_00-shot30_33-Track1-Frame7155-Face1
kaoruyosano	kaoruyosano_2009_05_20_19_00-shot20_12-Track1-Frame2691-Face1	kaoruyosano_2010_04_05_19_00-shot05_78-Track1-Frame14133-Face1
saddamhussein	saddamhussein_2003_08_02_19_00-shot02_13-Track1-Frame4283-Face1	saddamhussein_2007_01_08_19_00-shot08_60-Track1-Frame19461-Face1
taroaso	taroaso_2008_09_02_19_00-shot02_42-Track1-Frame5638-Face1	taroaso_2008_09_10_19_00-shot10_89-Track1-Frame31712-Face1
yoichimasuzoe	yoichimasuzoe_2007_09_21_19_00-shot21_104-Track1-Frame20189-Face1	yoichimasuzoe_2008_04_15_19_00-shot15_68-Track1-Frame18124-Face1
jong-ilkim	jong-ilkim_2004_02_23_19_00-shot23_2-Track1-Frame733-Face1	jong-ilkim_2006_06_08_19_00-shot08_7-Track2-Frame1219-Face1
jianchaoliu	jianchaoliu_2007_01_09_19_00-shot09_51-Track1-Frame11110-Face1	jianchaoliu_2008_12_09_19_00-shot09_137-Track1-Frame44770-Face2
yukioedano	yukioedano_2010_06_05_19_00-shot05_17-Track1-Frame3770-Face1	yukioedano_2011_04_19_19_00-shot19_32-Track1-Frame29404-Face1
moo-hyunroh	moo-hyunroh_2003_02_25_19_00-shot25_142-Track1-Frame26649-Face1	moo-hyunroh_2006_10_09_19_00-shot09_105-Track1-Frame21389-Face1
saenakarai	saenakarai_2004_12_03_19_00-shot03_164-Track1-Frame49269-Face1	saenakarai_2005_03_15_19_00-shot15_166-Track1-Frame52555-Face1
naruhito	naruhito_2004_05_12_19_00-shot12_108-Track1-Frame27513-Face1	naruhito_2004_05_12_19_00-shot12_109-Track1-Frame27736-Face2
jong-ilkim	jong-ilkim_2005_02_22_19_00-shot22_75-Track1-Frame27678-Face1	jong-ilkim_2005_07_10_19_00-shot10_60-Track1-Frame14293-Face2
yoshimiwatanabe	yoshimiwatanabe_2007_08_31_19_00-shot31_161-Track1-Frame36987-Face1	yoshimiwatanabe_2010_06_26_19_00-shot26_69-Track1-Frame23929-Face1
donaldrumsfeld	donaldrumsfeld_2003_02_11_19_00-shot11_25-Track1-Frame8833-Face1	donaldrumsfeld_2003_03_24_19_00-shot24_75-Track1-Frame25973-Face1
akiotoyoda	akiotoyoda_2009_01_20_19_00-shot20_137-Track1-Frame33843-Face1	akiotoyoda_2010_02_09_19_00-shot09_43-Track1-Frame7505-Face1
shintaroishihara	shintaroishihara_2007_06_12_19_00-shot12_161-Track1-Frame44281-Face1	shintaroishihara_2008_11_12_19_00-shot12_59-Track1-Frame22139-Face2
yukioedano	yukioedano_2010_11_17_19_00-shot17_39-Track1-Frame19634-Face1	yukioedano_2011_04_11_19_00-shot11_30-Track1-Frame27660-Face1
masahikokhomura	masahikokhomura_2008_04_25_19_00-shot25_106-Track3-Frame19788-Face1	masahikokhomura_2008_09_11_19_00-shot11_77-Track1-Frame25262-Face1
yujiang	yujiang_2007_06_07_19_00-shot07_108-Track1-Frame34802-Face1	yujiang_2010_09_28_19_00-shot28_48-Track1-Frame22125-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_29-Track1-Frame8775-Face1	masajuroshiokawa_2001_12_20_19_00-shot20_36-Track1-Frame11780-Face1
ryoishikawa	ryoishikawa_2009_01_04_19_00-shot04_10-Track1-Frame1300-Face1	ryoishikawa_2009_02_14_19_00-shot14_152-Track1-Frame41325-Face1
makikotanaka	makikotanaka_2001_07_06_19_00-shot06_58-Track1-Frame6599-Face1	makikotanaka_2001_11_03_19_00-shot03_111-Track1-Frame34356-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_21-Track1-Frame5236-Face1	masajuroshiokawa_2001_12_20_19_00-shot20_29-Track1-Frame8775-Face1
aimiyazato	aimiyazato_2003_10_07_19_00-shot07_177-Track1-Frame42511-Face1	aimiyazato_2003_10_07_19_00-shot07_186-Track1-Frame44298-Face1
christopherhill	christopherhill_2006_07_05_19_00-shot05_201-Track1-Frame53102-Face1	christopherhill_2006_12_23_19_00-shot23_18-Track1-Frame3477-Face1
wataruabe	wataruabe_2007_01_18_19_00-shot18_7-Track2-Frame1770-Face1	wataruabe_2007_12_24_19_00-shot24_7-Track1-Frame1436-Face1
shoichinakagawa	shoichinakagawa_2005_01_20_19_00-shot20_111-Track1-Frame36656-Face1	shoichinakagawa_2009_02_17_19_00-shot17_31-Track1-Frame3758-Face1
yasuofukuda	yasuofukuda_2007_11_22_19_00-shot22_52-Track1-Frame7705-Face1	yasuofukuda_2008_05_07_19_00-shot07_78-Track1-Frame13330-Face1
sadakazutanigaki	sadakazutanigaki_2006_07_27_19_00-shot27_41-Track2-Frame9486-Face2	sadakazutanigaki_2009_09_28_19_00-shot28_65-Track1-Frame13160-Face1
yasuofukuda	yasuofukuda_2001_03_19_19_00-shot19_22-Track1-Frame8476-Face1	yasuofukuda_2008_03_30_19_00-shot30_12-Track1-Frame3619-Face1
kazuoshii	kazuoshii_2001_08_01_19_00-shot01_65-Track1-Frame16751-Face1	kazuoshii_2002_02_28_19_00-shot28_24-Track1-Frame5516-Face1
junichirokoizumi	junichirokoizumi_2002_12_24_19_00-shot24_81-Track1-Frame26449-Face1	junichirokoizumi_2004_03_08_19_00-shot08_25-Track1-Frame6220-Face1
akihiroohta	akihiroohta_2007_09_10_19_00-shot10_47-Track1-Frame8319-Face1	akihiroohta_2009_09_03_19_00-shot03_104-Track1-Frame24343-Face2
shoichinakagawa	shoichinakagawa_2009_02_17_19_00-shot17_68-Track1-Frame10994-Face1	shoichinakagawa_2009_02_17_19_00-shot17_77-Track1-Frame13221-Face1
jong-ilkim	jong-ilkim_2005_02_16_19_00-shot16_83-Track1-Frame32719-Face1	jong-ilkim_2006_12_18_19_00-shot18_49-Track1-Frame10494-Face1
sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_72-Track1-Frame26374-Face1	sachiyonomura_2001_12_26_19_00-shot26_138-Track1-Frame41171-Face1
jiabaowen	jiabaowen_2007_12_02_19_00-shot02_87-Track1-Frame17712-Face1	jiabaowen_2010_05_30_19_00-shot30_106-Track1-Frame27019-Face2
takafumihorie	takafumihorie_2005_02_08_19_00-shot08_143-Track1-Frame35656-Face1	takafumihorie_2005_03_08_19_00-shot08_112-Track3-Frame23620-Face1
ichiroozawa	ichiroozawa_2007_11_04_19_00-shot04_45-Track1-Frame6311-Face1	ichiroozawa_2010_05_17_19_00-shot17_22-Track1-Frame4722-Face1
kaoruyosano	kaoruyosano_2009_05_20_19_00-shot20_12-Track1-Frame2691-Face1	kaoruyosano_2009_05_20_19_00-shot20_13-Track1-Frame3043-Face1
colinpowell	colinpowell_2001_09_22_19_00-shot22_43-Track1-Frame13743-Face1	colinpowell_2001_11_19_19_00-shot19_44-Track1-Frame12308-Face2
aimiyazato	aimiyazato_2005_12_08_19_00-shot08_206-Track1-Frame46556-Face1	aimiyazato_2005_12_23_19_00-shot23_183-Track1-Frame45302-Face1
shizukaarakawa	shizukaarakawa_2006_03_04_19_00-shot04_98-Track1-Frame23800-Face1	shizukaarakawa_2006_05_07_19_00-shot07_57-Track2-Frame14136-Face1
masaakishirakawa	masaakishirakawa_2008_04_07_19_00-shot07_42-Track1-Frame8080-Face1	masaakishirakawa_2008_09_17_19_00-shot17_36-Track1-Frame13447-Face1
jianchaoliu	jianchaoliu_2008_02_14_19_00-shot14_14-Track1-Frame4545-Face1	jianchaoliu_2008_07_01_19_00-shot01_164-Track1-Frame39989-Face1
johnmccain	johnmccain_2008_09_05_19_00-shot05_107-Track1-Frame27788-Face1	johnmccain_2008_09_05_19_00-shot05_82-Track1-Frame22761-Face1
yumieyoshiba	yumieyoshiba_2006_01_28_19_00-shot28_182-Track1-Frame49598-Face1	yumieyoshiba_2006_04_15_19_00-shot15_172-Track1-Frame49748-Face1
yoshimiwatanabe	yoshimiwatanabe_2007_08_31_19_00-shot31_161-Track1-Frame36987-Face1	yoshimiwatanabe_2007_08_31_19_00-shot31_176-Track1-Frame41774-Face1
daisuketakahashi	daisuketakahashi_2010_02_17_19_00-shot17_65-Track1-Frame12193-Face1	daisuketakahashi_2010_03_30_19_00-shot30_166-Track1-Frame44822-Face1
shinzoabe	shinzoabe_2005_06_07_19_00-shot07_38-Track1-Frame8100-Face1	shinzoabe_2006_12_04_19_00-shot04_51-Track1-Frame8244-Face1
jrtokaibusstaff	jrtokaibusstaff_2007_04_10_19_00-shot10_75-Track1-Frame21534-Face1	jrtokaibusstaff_2008_07_16_19_00-shot16_26-Track1-Frame11230-Face1
taroaso	taroaso_2007_09_15_19_00-shot15_107-Track1-Frame14483-Face1	taroaso_2010_03_11_19_00-shot11_62-Track1-Frame20960-Face2
ryoishikawa	ryoishikawa_2008_01_07_19_00-shot07_176-Track1-Frame47682-Face1	ryoishikawa_2009_02_14_19_00-shot14_159-Track1-Frame42284-Face1
hidekimatsui	hidekimatsui_2006_10_07_19_00-shot07_198-Track1-Frame45759-Face2	hidekimatsui_2007_01_13_19_00-shot13_175-Track1-Frame47599-Face1
georgebush	georgebush_2003_10_18_19_00-shot18_118-Track1-Frame29412-Face1	georgebush_2004_01_21_19_00-shot21_113-Track1-Frame28682-Face1
wataruabe	wataruabe_2006_05_25_19_00-shot25_174-Track1-Frame48069-Face1	wataruabe_2007_09_05_19_00-shot05_140-Track1-Frame37252-Face1
myung-baklee	myung-baklee_2008_01_17_19_00-shot17_136-Track1-Frame36167-Face1	myung-baklee_2008_02_25_19_00-shot25_79-Track1-Frame18255-Face1
shizukaarakawa	shizukaarakawa_2006_02_22_19_00-shot22_123-Track1-Frame20791-Face1	shizukaarakawa_2006_03_04_19_00-shot04_99-Track1-Frame23955-Face1
ryutarohashimoto	ryutarohashimoto_2004_07_30_19_00-shot30_54-Track1-Frame19943-Face1	ryutarohashimoto_2004_11_24_19_00-shot24_87-Track1-Frame23556-Face1
makikotanaka	makikotanaka_2002_01_28_19_00-shot28_73-Track1-Frame19553-Face1	makikotanaka_2002_03_15_19_00-shot15_130-Track1-Frame22536-Face1
seijimaehara	seijimaehara_2009_09_23_19_00-shot23_41-Track1-Frame9672-Face1	seijimaehara_2009_10_13_19_00-shot13_9-Track1-Frame2418-Face2
monalisa	monalisa_2006_04_27_19_00-shot27_73-Track1-Frame20890-Face1	monalisa_2008_01_15_19_00-shot15_79-Track1-Frame27772-Face1
shohakuho	shohakuho_2006_05_22_19_00-shot22_100-Track1-Frame28790-Face1	shohakuho_2010_07_05_19_00-shot05_2-Track2-Frame170-Face1
myung-baklee	myung-baklee_2010_05_05_19_00-shot05_41-Track1-Frame9003-Face1	myung-baklee_2010_12_23_19_00-shot23_38-Track1-Frame11299-Face1
barakobama	barakobama_2010_06_26_19_00-shot26_58-Track1-Frame14840-Face1	barakobama_2010_11_13_19_00-shot13_51-Track1-Frame18622-Face1
christopherhill	christopherhill_2006_12_20_19_00-shot20_62-Track1-Frame14194-Face1	christopherhill_2007_06_22_19_00-shot22_15-Track1-Frame2370-Face1
zico	zico_2006_02_21_19_00-shot21_168-Track1-Frame46671-Face1	zico_2006_06_26_19_00-shot26_115-Track1-Frame34928-Face1
shizukakamei	shizukakamei_2007_07_07_19_00-shot07_75-Track1-Frame23897-Face1	shizukakamei_2010_04_27_19_00-shot27_43-Track1-Frame15855-Face1
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_56-Track1-Frame13918-Face1	yoshimiwatanabe_2009_08_08_19_00-shot08_66-Track1-Frame19772-Face1
shintaroishihara	shintaroishihara_2008_02_20_19_00-shot20_89-Track1-Frame27625-Face1	shintaroishihara_2008_06_05_19_00-shot05_128-Track1-Frame38405-Face1
wataruabe	wataruabe_2007_07_26_19_00-shot26_149-Track1-Frame37510-Face1	wataruabe_2007_08_25_19_00-shot25_136-Track1-Frame37659-Face1
yoichimasuzoe	yoichimasuzoe_2007_12_11_19_00-shot11_14-Track1-Frame3214-Face1	yoichimasuzoe_2008_10_17_19_00-shot17_25-Track1-Frame8717-Face1
jong-ilkim	jong-ilkim_2005_05_12_19_00-shot12_5-Track1-Frame476-Face1	jong-ilkim_2007_08_08_19_00-shot08_28-Track2-Frame6101-Face1
pervezmusharraf	pervezmusharraf_2001_12_22_19_00-shot22_103-Track1-Frame38901-Face1	pervezmusharraf_2002_01_29_19_00-shot29_144-Track1-Frame30947-Face1
shin	shin_2002_01_02_19_00-shot02_165-Track1-Frame45882-Face1	shin_2003_08_09_19_00-shot09_190-Track1-Frame48563-Face1
akihiroohta	akihiroohta_2007_07_11_19_00-shot11_25-Track1-Frame4749-Face1	akihiroohta_2008_04_15_19_00-shot15_55-Track1-Frame15877-Face1
pervezmusharraf	pervezmusharraf_2001_12_22_19_00-shot22_101-Track1-Frame38357-Face1	pervezmusharraf_2001_12_22_19_00-shot22_103-Track1-Frame38901-Face1
shohakuho	shohakuho_2006_06_26_19_00-shot26_186-Track1-Frame48483-Face1	shohakuho_2006_07_07_19_00-shot07_187-Track2-Frame47046-Face1
shinzoabe	shinzoabe_2007_05_24_19_00-shot24_98-Track1-Frame30568-Face1	shinzoabe_2007_09_09_19_00-shot09_12-Track1-Frame2865-Face1
condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10622-Face2	condoleezzarice_2005_03_18_19_00-shot18_114-Track1-Frame31293-Face1
saddamhussein	saddamhussein_2003_03_16_19_00-shot16_26-Track1-Frame9068-Face1	saddamhussein_2004_02_07_19_00-shot07_25-Track1-Frame4494-Face1
yasuofukuda	yasuofukuda_2007_12_23_19_00-shot23_21-Track1-Frame4246-Face1	yasuofukuda_2008_05_18_19_00-shot18_141-Track1-Frame31444-Face1
takafumihorie	takafumihorie_2005_02_20_19_00-shot20_22-Track2-Frame4043-Face1	takafumihorie_2005_03_04_19_00-shot04_75-Track1-Frame19034-Face2
